Initial Condition       Halfway Point        Final Condition
---------------------------------------------------------------
 0.0000000				 0.0000000				 0.0000000
 0.0000000				-0.2704862				 0.0250349
 0.0000000				-0.0121406				 0.0324868
 0.0000000				-0.1492419				 0.0345976
 0.0000000				-0.0937159				 0.0490854
 2.0000000				-0.0207015				 0.0519139
 4.0000000				-0.0851507				 0.0554964
 6.0000000				 0.0766124				 0.0567201
 8.0000000				-0.0175737				 0.0472068
10.0000000				 0.1017377				 0.0307578
12.0000000				-0.0022229				 0.0082930
14.0000000				 0.1713875				-0.0178777
16.0000000				 0.0238662				-0.0430484
18.0000000				 0.0551033				-0.0659095
20.0000000				-0.0422714				-0.0846919
18.0000000				-0.0853547				-0.0960161
16.0000000				 0.0019749				-0.0993031
14.0000000				 0.2734113				-0.0959114
12.0000000				 0.8610860				-0.0862349
10.0000000				 1.7380124				-0.0709230
 8.0000000				 2.8272861				-0.0517796
 6.0000000				 4.1411435				-0.0297881
 4.0000000				 5.7063608				-0.0051152
 2.0000000				 7.4955637				 0.0193942
 0.0000000				 9.4307045				 0.0364087
 0.0000000				11.3748476				 0.0377184
 0.0000000				13.1295997				 0.0211070
 0.0000000				14.4906322				-0.0039978
 0.0000000				15.3254570				-0.0149683
 0.0000000				15.6018171				 0.0210585
 0.0000000				15.3551141				 0.1414426
 0.0000000				14.6417703				 0.3827319
 0.0000000				13.5206047				 0.7782198
 0.0000000				12.0636857				 1.3576557
 0.0000000				10.3717372				 2.1456353
 0.0000000				 8.5731876				 3.1558261
 0.0000000				 6.8047426				 4.3819433
 0.0000000				 5.1851499				 5.7899222
 0.0000000				 3.7953799				 7.3159954
 0.0000000				 2.6718626				 8.8723733
 0.0000000				 1.8118363				10.3584881
 0.0000000				 1.1855959				11.6738689
 0.0000000				 0.7500111				12.7293350
 0.0000000				 0.4595271				13.4551316
 0.0000000				 0.2731763				13.8062426
 0.0000000				 0.1578355				13.7655368
 0.0000000				 0.0887759				13.3449068
 0.0000000				 0.0486822				12.5839572
 0.0000000				 0.0260639				11.5457339
 0.0000000				 0.0136418				10.3095614
 0.0000000				 0.0069887				 8.9619070
 0.0000000				 0.0035083				 7.5868275
 0.0000000				 0.0017276				 6.2576851
 0.0000000				 0.0008353				 5.0314182
 0.0000000				 0.0003969				 3.9459384
 0.0000000				 0.0001855				 3.0204907
 0.0000000				 0.0000853				 2.2582545
 0.0000000				 0.0000387				 1.6502478
 0.0000000				 0.0000173				 1.1795629
 0.0000000				 0.0000076				 0.8253017
 0.0000000				 0.0000033				 0.5656140
 0.0000000				 0.0000014				 0.3800191
 0.0000000				 0.0000006				 0.2503882
 0.0000000				 0.0000003				 0.1620670
 0.0000000				 0.0000001				 0.1027952
 0.0000000				 0.0000000				 0.0645302
 0.0000000				 0.0000000				 0.0390089
 0.0000000				 0.0000000				 0.0247074
 0.0000000				 0.0000000				 0.0126557
 0.0000000				 0.0000000				 0.0110539
 0.0000000				 0.0000000				 0.0000000
