Initial Condition       Halfway Point        Final Condition
---------------------------------------------------------------
 0.0000000				 0.0000000				 0.0000000
 0.0000000				-0.0049369				 0.0000818
 0.0000000				 0.0067162				-0.0006414
 0.0000000				 0.0212887				-0.0005580
 0.0000000				-0.0086612				 0.0020210
 2.0000000				-0.0489392				 0.0022477
 4.0000000				-0.0153399				-0.0040811
 6.0000000				 0.0733127				-0.0067654
 8.0000000				 0.0686099				 0.0050449
10.0000000				-0.0741890				 0.0152554
12.0000000				-0.1407405				-0.0003719
14.0000000				 0.0321247				-0.0248977
16.0000000				 0.2568378				-0.0147085
18.0000000				 0.2672814				 0.0260726
20.0000000				 0.0294881				 0.0379110
18.0000000				-0.3676946				-0.0057190
16.0000000				-0.7845994				-0.0519972
14.0000000				-0.8832673				-0.0396092
12.0000000				-0.2497596				 0.0239744
10.0000000				 1.1298188				 0.0786769
 8.0000000				 2.7505117				 0.0681389
 6.0000000				 4.1810687				-0.0280611
 4.0000000				 5.5838227				-0.1615749
 2.0000000				 7.4396820				-0.1995751
 0.0000000				 9.9503760				-0.0201145
 0.0000000				12.8533148				 0.3169534
 0.0000000				15.5972572				 0.5389685
 0.0000000				17.5665705				 0.3765077
 0.0000000				18.3531326				-0.1703161
 0.0000000				18.0039582				-0.7943025
 0.0000000				16.9504376				-1.1081920
 0.0000000				15.6123648				-0.9194065
 0.0000000				14.0907542				-0.3257445
 0.0000000				12.2479368				 0.4244930
 0.0000000				10.0111261				 1.1877938
 0.0000000				 7.5496136				 2.0920449
 0.0000000				 5.1960335				 3.4658599
 0.0000000				 3.2498618				 5.5669606
 0.0000000				 1.8466858				 8.3266229
 0.0000000				 0.9551136				11.3260470
 0.0000000				 0.4508681				14.0208001
 0.0000000				 0.1948486				16.0217404
 0.0000000				 0.0773214				17.2199231
 0.0000000				 0.0282535				17.7044583
 0.0000000				 0.0095305				17.5929272
 0.0000000				 0.0029745				16.9277409
 0.0000000				 0.0008606				15.6962687
 0.0000000				 0.0002313				13.9205234
 0.0000000				 0.0000578				11.7250356
 0.0000000				 0.0000134				 9.3325448
 0.0000000				 0.0000029				 7.0002442
 0.0000000				 0.0000006				 4.9434810
 0.0000000				 0.0000001				 3.2875450
 0.0000000				 0.0000000				 2.0609567
 0.0000000				 0.0000000				 1.2196712
 0.0000000				 0.0000000				 0.6824880
 0.0000000				 0.0000000				 0.3617024
 0.0000000				 0.0000000				 0.1818557
 0.0000000				 0.0000000				 0.0868774
 0.0000000				 0.0000000				 0.0394945
 0.0000000				 0.0000000				 0.0171088
 0.0000000				 0.0000000				 0.0070715
 0.0000000				 0.0000000				 0.0027921
 0.0000000				 0.0000000				 0.0010543
 0.0000000				 0.0000000				 0.0003811
 0.0000000				 0.0000000				 0.0001320
 0.0000000				 0.0000000				 0.0000438
 0.0000000				 0.0000000				 0.0000140
 0.0000000				 0.0000000				 0.0000043
 0.0000000				 0.0000000				 0.0000013
 0.0000000				 0.0000000				 0.0000004
