Table shows solution at dt = 0.1 sec

0.0 sec		0.4 sec		0.8 sec		1.2 sec		1.6 sec		2.0 sec		2.4 sec		X POSITION
------------------------------------------------------------------------------------------------
5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	0.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	1.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	2.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	3.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	4.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	6.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	7.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	4.999999	8.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000002	5.000005	9.00

5.000000	5.000000	5.000000	5.000000	4.999997	4.999988	4.999985	10.00

5.000000	5.000000	5.000000	5.000002	5.000021	5.000050	5.000025	11.00

5.000000	5.000000	5.000000	4.999979	4.999881	4.999859	5.000017	12.00

5.000000	5.000000	5.000007	5.000188	5.000491	5.000191	4.999774	13.00

5.000000	5.000000	4.999859	4.998826	4.998707	5.000335	5.000528	14.00

5.000000	5.000000	5.001676	5.004870	5.001227	4.997780	5.000048	15.00

5.000000	4.999446	4.988040	4.988381	5.004904	5.003470	4.997004	16.00

5.000000	5.013947	5.049284	5.003973	4.980145	5.004925	5.005208	17.00

5.000000	4.866771	4.900338	5.060803	5.013412	4.973644	5.005845	18.00

5.000000	5.479994	4.930438	4.850228	5.073624	5.016653	4.968710	19.00

0.000000	4.145834	5.566253	4.921725	4.825632	5.086386	5.015221	20.00

0.000000	0.493369	4.084889	5.604734	4.894889	4.819047	5.095760	21.00

0.000000	0.000639	0.478479	4.097645	5.609318	4.870858	4.823407	22.00

0.000000	0.000000	0.000737	0.467975	4.124086	5.598410	4.857077	23.00

0.000000	0.000000	0.000000	0.000671	0.472995	4.144515	5.585103	24.00

0.000000	0.000000	0.000000	0.000000	0.000671	0.483181	4.154017	25.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000707	0.491522	26.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000745	27.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	28.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	29.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	34.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.00

