Initial Condition       Halfway Point        Final Condition
---------------------------------------------------------------
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
2.000000	0.000000	0.000000
4.000000	0.000001	0.000000
6.000000	0.000015	0.000000
8.000000	0.000110	0.000000
10.000000	0.000589	0.000000
12.000000	0.002501	0.000000
14.000000	0.008794	0.000000
16.000000	0.026350	0.000000
18.000000	0.068780	0.000000
20.000000	0.159115	0.000002
18.000000	0.330888	0.000007
16.000000	0.626051	0.000026
14.000000	1.089138	0.000085
12.000000	1.758772	0.000256
10.000000	2.658953	0.000711
8.000000	3.792723	0.001838
6.000000	5.139410	0.004431
4.000000	6.654821	0.010015
2.000000	8.272777	0.021305
0.000000	9.907138	0.042803
0.000000	11.455303	0.081481
0.000000	12.805372	0.147415
0.000000	13.848323	0.254192
0.000000	14.493783	0.418868
0.000000	14.685138	0.661280
0.000000	14.408922	1.002581
0.000000	13.695486	1.463024
0.000000	12.611546	2.059151
0.000000	11.248185	2.800713
0.000000	9.708404	3.687715
0.000000	8.096736	4.708049
0.000000	6.511100	5.836126
0.000000	5.035879	7.032855
0.000000	3.735679	8.247192
0.000000	2.650511	9.419277
0.000000	1.793983	10.485005
0.000000	1.155626	11.381584
0.000000	0.707047	12.053466
0.000000	0.410182	12.457877
0.000000	0.225320	12.569173
0.000000	0.117066	12.381417
0.000000	0.057474	11.908822
0.000000	0.026644	11.184047
0.000000	0.011656	10.254638
0.000000	0.004809	9.178143
0.000000	0.001871	8.016565
0.000000	0.000686	6.830838
0.000000	0.000237	5.675925
0.000000	0.000077	4.597052
0.000000	0.000024	3.627359
0.000000	0.000007	2.787087
0.000000	0.000002	2.084201
0.000000	0.000000	1.516152
0.000000	0.000000	1.072397
0.000000	0.000000	0.737205
0.000000	0.000000	0.492342
0.000000	0.000000	0.319326
0.000000	0.000000	0.201073
0.000000	0.000000	0.122886
0.000000	0.000000	0.072875
0.000000	0.000000	0.041927
0.000000	0.000000	0.023398
0.000000	0.000000	0.012664
0.000000	0.000000	0.006647
0.000000	0.000000	0.003382
0.000000	0.000000	0.001669
