Table shows solution at dt = 0.2 sec

0.0 sec		0.4 sec		0.8 sec		1.2 sec		1.6 sec		2.0 sec		2.4 sec		X POSITION
------------------------------------------------------------------------------------------------
5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	0.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	1.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	2.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	3.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	4.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	6.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	7.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	8.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	9.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	10.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	11.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	12.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	13.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	14.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	15.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	16.00

5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	17.00

5.000000	4.995418	4.999990	5.000000	5.000000	5.000000	5.000000	18.00

5.000000	4.939885	4.999090	5.000000	5.000000	5.000000	5.000000	19.00

0.000000	4.415431	4.874366	4.996234	4.999995	5.000000	5.000000	20.00

0.000000	0.649266	4.543129	4.920080	4.998427	4.999999	5.000000	21.00

0.000000	0.000000	0.583397	4.454438	4.889093	4.997006	4.999997	22.00

0.000000	0.000000	0.000029	0.629230	4.515792	4.911090	4.998043	23.00

0.000000	0.000000	0.000000	0.000018	0.596669	4.473559	4.896024	24.00

0.000000	0.000000	0.000000	0.000000	0.000025	0.618326	4.503093	25.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.602819	26.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000023	27.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	28.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	29.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	34.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.00

0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.00

